,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,0,0,0,0,0,0,777,SpatialV3su,32,2020
1,4,0,2,0,0,0,0,2,777,SpatialV3su,32,2020
2,12,0,1,0,1,0,0,2,777,SpatialV3su,32,2020
3,21,0,5,0,6,0,0,11,777,SpatialV3su,32,2020
4,22,0,0,0,0,0,0,0,777,SpatialV3su,32,2020
5,33,0,0,0,0,0,0,0,777,SpatialV3su,32,2020
6,Total,0,8,0,7,0,0,15,777,SpatialV3su,32,2020
7,3,1,1,0,2,0,0,4,775,SpatialV3su,32,2007
8,4,0,5,0,0,0,0,5,775,SpatialV3su,32,2007
9,12,0,0,0,1,0,0,1,775,SpatialV3su,32,2007
10,21,1,2,0,14,0,0,17,775,SpatialV3su,32,2007
11,22,0,0,0,0,0,0,0,775,SpatialV3su,32,2007
12,33,0,0,0,0,0,0,0,775,SpatialV3su,32,2007
13,Total,2,8,0,17,0,0,27,775,SpatialV3su,32,2007
14,3,3,1,0,0,0,0,4,741,SpatialV3su,32,1990
15,4,4,99,0,0,0,0,103,741,SpatialV3su,32,1990
16,12,0,1,0,2,0,0,3,741,SpatialV3su,32,1990
17,21,0,17,0,7,0,0,24,741,SpatialV3su,32,1990
18,22,0,1,0,0,1,0,2,741,SpatialV3su,32,1990
19,33,0,0,0,0,0,2,2,741,SpatialV3su,32,1990
20,Total,7,119,0,9,1,2,138,741,SpatialV3su,32,1990
21,3,9,7,0,2,1,0,19,751,SpatialV3su,32,2019
22,4,31,103,0,2,0,0,136,751,SpatialV3su,32,2019
23,12,0,3,1,4,0,0,8,751,SpatialV3su,32,2019
24,21,0,33,0,9,0,0,42,751,SpatialV3su,32,2019
25,22,0,3,0,3,2,1,9,751,SpatialV3su,32,2019
26,33,0,1,1,0,1,1,4,751,SpatialV3su,32,2019
27,Total,40,150,2,20,4,2,218,751,SpatialV3su,32,2019
28,3,0,1,0,0,0,0,1,777,SpatialV3su,32,2002
29,4,0,2,0,0,0,0,2,777,SpatialV3su,32,2002
30,12,0,1,1,0,0,0,2,777,SpatialV3su,32,2002
31,21,0,5,0,5,0,0,10,777,SpatialV3su,32,2002
32,22,0,0,0,0,0,0,0,777,SpatialV3su,32,2002
33,33,0,0,0,0,0,0,0,777,SpatialV3su,32,2002
34,Total,0,9,1,5,0,0,15,777,SpatialV3su,32,2002
35,3,0,0,0,0,0,0,0,7614,SpatialV3su,32,1987
36,4,0,84,0,7,0,0,91,7614,SpatialV3su,32,1987
37,12,0,0,0,0,0,0,0,7614,SpatialV3su,32,1987
38,21,0,14,0,27,0,0,41,7614,SpatialV3su,32,1987
39,22,0,0,0,0,0,0,0,7614,SpatialV3su,32,1987
40,33,0,0,0,0,0,0,0,7614,SpatialV3su,32,1987
41,Total,0,98,0,34,0,0,132,7614,SpatialV3su,32,1987
42,3,3,7,0,3,0,0,13,766,SpatialV3su,32,2021
43,4,4,104,0,13,0,0,121,766,SpatialV3su,32,2021
44,12,0,4,0,2,0,0,6,766,SpatialV3su,32,2021
45,21,1,16,0,129,2,0,148,766,SpatialV3su,32,2021
46,22,0,2,0,2,0,0,4,766,SpatialV3su,32,2021
47,33,0,1,0,0,0,2,3,766,SpatialV3su,32,2021
48,Total,8,134,0,149,2,2,295,766,SpatialV3su,32,2021
49,3,0,0,0,0,0,0,0,7616,SpatialV3su,32,2016
50,4,0,69,0,23,0,0,92,7616,SpatialV3su,32,2016
51,12,0,2,1,0,0,0,3,7616,SpatialV3su,32,2016
52,21,0,5,0,27,0,0,32,7616,SpatialV3su,32,2016
53,22,0,0,0,0,0,0,0,7616,SpatialV3su,32,2016
54,33,0,0,0,0,0,0,0,7616,SpatialV3su,32,2016
55,Total,0,76,1,50,0,0,127,7616,SpatialV3su,32,2016
56,3,4,5,0,0,0,0,9,764,SpatialV3su,32,2002
57,4,4,30,0,10,0,0,44,764,SpatialV3su,32,2002
58,12,0,0,0,0,0,0,0,764,SpatialV3su,32,2002
59,21,1,6,0,37,0,0,44,764,SpatialV3su,32,2002
60,22,0,2,0,0,0,0,2,764,SpatialV3su,32,2002
61,33,0,0,0,0,0,0,0,764,SpatialV3su,32,2002
62,Total,9,43,0,47,0,0,99,764,SpatialV3su,32,2002
63,3,1,11,0,1,0,0,13,744,SpatialV3su,32,2004
64,4,0,491,1,58,0,1,551,744,SpatialV3su,32,2004
65,12,0,9,3,9,0,0,21,744,SpatialV3su,32,2004
66,21,0,32,0,122,0,0,154,744,SpatialV3su,32,2004
67,22,0,1,0,1,0,0,2,744,SpatialV3su,32,2004
68,33,0,2,0,0,0,0,2,744,SpatialV3su,32,2004
69,Total,1,546,4,191,0,1,743,744,SpatialV3su,32,2004
70,3,1,12,0,0,0,0,13,744,SpatialV3su,32,2012
71,4,0,517,1,37,0,1,556,744,SpatialV3su,32,2012
72,12,0,9,3,7,0,0,19,744,SpatialV3su,32,2012
73,21,0,36,0,115,0,0,151,744,SpatialV3su,32,2012
74,22,0,1,0,1,0,0,2,744,SpatialV3su,32,2012
75,33,0,2,0,0,0,0,2,744,SpatialV3su,32,2012
76,Total,1,577,4,160,0,1,743,744,SpatialV3su,32,2012
77,3,0,0,0,0,0,0,0,758,SpatialV3su,32,2002
78,4,0,54,1,34,0,0,89,758,SpatialV3su,32,2002
79,12,0,0,0,2,0,0,2,758,SpatialV3su,32,2002
80,21,0,15,1,55,0,0,71,758,SpatialV3su,32,2002
81,22,0,0,0,1,0,0,1,758,SpatialV3su,32,2002
82,33,0,2,0,1,0,0,3,758,SpatialV3su,32,2002
83,Total,0,71,2,93,0,0,166,758,SpatialV3su,32,2002
84,3,0,3,0,0,0,0,3,752,SpatialV3su,32,2012
85,4,0,103,0,19,0,0,122,752,SpatialV3su,32,2012
86,12,0,2,0,1,0,0,3,752,SpatialV3su,32,2012
87,21,0,13,0,17,0,0,30,752,SpatialV3su,32,2012
88,22,0,1,0,3,0,0,4,752,SpatialV3su,32,2012
89,33,0,2,0,0,0,1,3,752,SpatialV3su,32,2012
90,Total,0,124,0,40,0,1,165,752,SpatialV3su,32,2012
91,3,4,12,0,2,0,0,18,765,SpatialV3su,32,1991
92,4,4,103,0,33,0,0,140,765,SpatialV3su,32,1991
93,12,0,0,0,0,0,0,0,765,SpatialV3su,32,1991
94,21,1,10,0,90,0,0,101,765,SpatialV3su,32,1991
95,22,0,2,0,2,2,0,6,765,SpatialV3su,32,1991
96,33,0,0,0,0,0,2,2,765,SpatialV3su,32,1991
97,Total,9,127,0,127,2,2,267,765,SpatialV3su,32,1991
98,3,0,7,0,2,0,0,9,76111,SpatialV3su,32,2021
